Channel A;Channel B
0,053173828125;-0,20826416015625
0,046527099609375;-0,28359375
0,050958251953125;-0,338983154296875
0,055389404296875;-0,3988037109375
0,05760498046875;-0,449761962890625
0,046527099609375;-0,538385009765625
0,04874267578125;-0,60706787109375
0,050958251953125;-0,655810546875
0,0443115234375;-0,7178466796875
0,042095947265625;-0,7710205078125
0,053173828125;-0,74000244140625
0;-0,773236083984375
0,03988037109375;-0,6292236328125
0,05760498046875;-0,5583251953125
0,046527099609375;-0,514013671875
0,033233642578125;-0,445330810546875
0,03988037109375;-0,37664794921875
0,053173828125;-0,299102783203125
0,011077880859375;-0,259222412109375
0,037664794921875;-0,179461669921875
0,046527099609375;-0,108563232421875
0,03988037109375;-0,0509582519531248
0,042095947265625;0,0265869140625002
0,050958251953125;0,0886230468750001
0,04874267578125;0,1329345703125
0,028802490234375;0,2038330078125
0,037664794921875;0,272515869140625
0,053173828125;0,334552001953125
0,053173828125;0,418743896484375
0,03988037109375;0,4697021484375
0,037664794921875;0,5228759765625
0,03988037109375;0,595989990234375
0,03988037109375;0,66024169921875
0,046527099609375;0,715631103515625
0,046527099609375;0,777667236328125
0,03988037109375;0,733355712890625
0,03544921875;0,66024169921875
0,03988037109375;0,600421142578125
0,053173828125;0,549462890625
0,046527099609375;0,478564453125
0,03544921875;0,39437255859375
0,046527099609375;0,3544921875
1,7724609375;0,2924560546875
1,75030517578125;0,2215576171875
1,78353881835937;0,17281494140625
1,76138305664062;0,0974853515625002
1,7635986328125;0,0354492187500001
1,74365844726562;-0,0398803710937498
1,78353881835937;-0,0864074707031249
1,77910766601562;-0,1506591796875
Vrms A;Freq A;Vrms B;Freq B
1,35 V;36,2 Hz;0,46 V;99,3 Hz
